district_name,total_crime_rate
Beed,19635.0
Bhandara,12060.0
Buldhana,31325.0
Chandrapur,47400.0
Dhule,11305.0
Gadchiroli,9415.0
Gondia,13735.0
Hingoli,7490.0
Jalgaon,20725.0
Jalna,8470.0
Kolhapur,13845.0
Latur,11705.0
Mumbai,79285.0
Mumbai,7050.0
Nagpur,33105.0
Nagpur,340.0
Nagpur,23150.0
Nanded,14105.0
Nandurbar,6520.0
Nashik,4480.0
Nashik,16865.0
Mumbai Suburban,5515.0
Osmanabad,9245.0
Palghar,7900.0
Parbhani,7640.0
Pune,11930.0
Pune,410.0
Pune,16820.0
Raigad,2300.0
Ratnagiri,2425.0
Sangli,8850.0
Satara,13685.0
Sindhudurg,3495.0
Solapur,10665.0
Solapur,23160.0
Thane,13555.0
Thane,8940.0
Wardha,46755.0
Washim,11660.0
Yavatmal,42535.0
Pune,8365.0
Aurangabad,335.0
Bishnupur,380.0
Chandel,415.0
Churachandpur,195.0
Imphal West,430.0
Imphal East,815.0
Imphal West,720.0
Senapati,105.0
Tamenglong,20.0
Thoubal,920.0
Ukhrul,65.0
East Garo Hills,115.0
North Garo Hills,135.0
South Garo Hills,85.0
South West Garo Hills,30.0
West Garo Hills,105.0
West Jaintia Hills,315.0
East Jaintia Hills,170.0
East Khasi Hills,1050.0
South West Khasi Hills,135.0
West Khasi Hills,250.0
Ri Bhoi,110.0
East Khasi Hills,25.0
Aizawl,910.0
Champhai,530.0
Kolasib,365.0
Lawngtlai,30.0
Lunglei,165.0
Mamit,220.0
Saiha,60.0
Serchhip,455.0
Aizawl,140.0
Dimapur,1130.0
Kiphire,60.0
Kohima,240.0
Longleng,150.0
Mokokchung,280.0
Mon,250.0
Peren,65.0
Phek,0.0
Tuensang,110.0
Wokha,265.0
Zunheboto,210.0
Anugul,260.0
Baleshwar,595.0
Bargarh,1275.0
Baleshwar,235.0
Bhadrak,705.0
Balangir,355.0
Boudh,450.0
Cuttack,760.0
Khordha,1375.0
Cuttack,700.0
Deogarh,205.0
Dhenkanal,395.0
Gajapati,365.0
Ganjam,1810.0
Jagatsinghapur,270.0
Jajapur,875.0
Jharsuguda,535.0
Kalahandi,560.0
Kandhamal,1255.0
Kendrapara,410.0
Kendujhar,710.0
Khordha,160.0
Koraput,1415.0
Malkangiri,1105.0
Mayurbhanj,840.0
Nayagarh,420.0
Nabarangpur,880.0
Nuapada,310.0
Puri,2075.0
Rayagada,825.0
Sundargarh,845.0
Sambalpur,1850.0
Sonepur,430.0
Cuttack,15.0
Sundargarh,55.0
Sundargarh,360.0
Cuttack,10.0
Amritsar,6075.0
Barnala,1170.0
Gurdaspur,2000.0
Bathinda,4095.0
Amritsar,3845.0
Jalandhar,3430.0
Ludhiana,6995.0
Faridkot,1515.0
Fatehgarh Sahib,1105.0
Fazilka,2160.0
Ferozepur,1960.0
Patiala,1545.0
Gurdaspur,1140.0
Hoshiarpur,2220.0
Jalandhar,5115.0
Kapurthala,3570.0
Ludhiana,2765.0
Ludhiana,4455.0
Mansa,1910.0
Moga,2840.0
Sri Muktsar Sahib,2215.0
Pathankot,695.0
Patiala,3875.0
Rupnagar,1365.0
Sangrur,4240.0
S.A.S Nagar,1565.0
Shahid Bhagat Singh Nagar,1520.0
Tarn Taran,4565.0
S.A.S Nagar,20.0
S.A.S Nagar,220.0
S.A.S Nagar,10.0
Amritsar,325.0
Ajmer,7480.0
Alwar,12425.0
Banswara,2885.0
Baran,8900.0
Barmer,1270.0
Bharatpur,9490.0
Bhilwara,5450.0
Bikaner,8090.0
Bundi,9965.0
Chittorgarh,4540.0
Churu,2915.0
Dausa,5105.0
Dholpur,3825.0
Dungarpur,1340.0
Ajmer,3480.0
Jodhpur,610.0
Ganganagar,13550.0
Hanumangarh,8365.0
Jaipur,7770.0
Jaipur,14195.0
Jaipur (Gramin),3855.0
Jaipur,5965.0
Jaipur,7705.0
Jaisalmer,1450.0
Jalore,1785.0
Jhalawar,9160.0
Jhunjhunu,5750.0
Jodhpur,2470.0
Jodhpur,2230.0
Jodhpur,1675.0
Karauli,4065.0
Kota,16705.0
Kota,9150.0
Nagaur,2915.0
Pali,4275.0
Pratapgarh,2600.0
Rajsamand,3860.0
Sawai Madhopur,4065.0
Sikar,4095.0
Sirohi,2535.0
Tonk,3005.0
Udaipur,7310.0
Jaipur,0.0
Jaipur,245.0
Jaipur,35.0
Jaipur,0.0
Gangtok,650.0
Mangan,35.0
Namchi,435.0
Gyalshing,120.0
Ariyalur,17765.0
Chennai,322065.0
Coimbatore,23810.0
Coimbatore,58195.0
Cuddalore,32305.0
Dharmapuri,25270.0
Dindigul,34825.0
Erode,19330.0
Kanchipuram,29285.0
Kanniyakumari,22055.0
Karur,17765.0
Krishnagiri,34215.0
Madurai,31275.0
Madurai,70620.0
Nagapattinam,32260.0
Namakkal,22610.0
The Nilgiris,13055.0
Perambalur,11840.0
Pudukkottai,21980.0
Ramanathapuram,17475.0
Chennai,250.0
Tiruchirappalli,230.0
Salem,37830.0
Salem,20220.0
Sivaganga,19755.0
Thanjavur,30945.0
Theni,26550.0
Tirunelveli,35340.0
Tirunelveli,11440.0
Thiruvallur,29475.0
Tiruvannamalai,56910.0
Thiruvarur,35125.0
Tuticorin,34080.0
Tiruppur,19685.0
Tiruppur,13070.0
Tiruchirappalli,19710.0
Tiruchirappalli,24835.0
Vellore,53410.0
Villupuram,80135.0
Virudhunagar,52870.0
Chennai,15.0
Chennai,7545.0
Hyderabad,4200.0
Hyderabad,7460.0
Karimnagar,630.0
Khammam,1290.0
Nizamabad,2215.0
Yadadri Bhuvanagiri,3095.0
Peddapalli,1080.0
Siddipet,665.0
Warangal,2405.0
Adilabad,1135.0
Bhadradri Kothagudem,1065.0
Jagitial,350.0
Jayashankar Bhupalapally,1665.0
Jogulamba Gadwal,815.0
Kamareddy,250.0
Kumuram Bheem Asifabad,655.0
Mahabubabad,915.0
Mahabubnagar,1925.0
Medak,580.0
Nagarkurnool,465.0
Nalgonda,1605.0
Nirmal,585.0
Rajanna Sircilla,300.0
Sangareddy,935.0
Suryapet,645.0
Vikarabad,1745.0
Wanaparthy,565.0
Hyderabad,285.0
Dhalai,395.0
Gomati,165.0
West Tripura,105.0
Khowai,240.0
North Tripura,590.0
Sepahijala,890.0
South Tripura,335.0
Unakoti,195.0
West Tripura,755.0
Agra,9195.0
Aligarh,18790.0
Prayagraj,9530.0
Ambedkar Nagar,3695.0
Amethi,2875.0
Amroha,4730.0
Auraiya,2595.0
Azamgarh,3500.0
Budaun,7110.0
Baghpat,5405.0
Bahraich,3810.0
Ballia,2040.0
Balrampur,2405.0
Banda,2185.0
Barabanki,3375.0
Bareilly,12065.0
Basti,2345.0
Bijnor,8815.0
Bulandshahr,10900.0
Chandauli,2970.0
Chitrakoot,1640.0
Deoria,3825.0
Etah,3840.0
Etawah,4575.0
Ayodhya,4445.0
Farrukhabad,3470.0
Fatehpur,3430.0
Firozabad,7620.0
Lucknow,9910.0
Gautam Buddha Nagar,14060.0
Ghaziabad,17965.0
Ghazipur,2790.0
Gonda,2075.0
Gorakhpur,4335.0
Hamirpur,2800.0
Hapur,4100.0
Hardoi,5140.0
Hathras,4615.0
Jalaun,3550.0
Jaunpur,3765.0
Jhansi,3835.0
Kannauj,1970.0
Kanpur Dehat,2700.0
Kanpur Nagar,11800.0
Kasganj,4895.0
Kaushambi,2540.0
Kheri,4025.0
Kushi Nagar,4545.0
Lalitpur,2385.0
Lucknow,13050.0
Maharajganj,3515.0
Mahoba,2375.0
Mainpuri,3325.0
Mathura,9100.0
Mau,1725.0
Meerut,12330.0
Mirzapur,2670.0
Moradabad,7130.0
Muzaffarnagar,14415.0
Pilibhit,4995.0
Pratapgarh,3545.0
Rae Bareli,3635.0
Rampur,7320.0
Saharanpur,9895.0
Sambhal,5255.0
Sant Kabeer Nagar,2470.0
Shahjahanpur,9855.0
Shamli,4575.0
Shravasti,2420.0
Siddharth Nagar,2265.0
Sitapur,9470.0
Sonbhadra,2285.0
Bhadohi,1900.0
Sultanpur,3345.0
Unnao,3890.0
Varanasi,6895.0
Almora,365.0
Bageshwar,4565.0
Chamoli,375.0
Champawat,7965.0
Dehradun,6335.0
Haridwar,32415.0
Nainital,1420.0
Pauri Garhwal,520.0
Pithoragarh,230.0
Rudra Prayag,65.0
Tehri Garhwal,185.0
Udam Singh Nagar,5110.0
Uttar Kashi,205.0
Dehradun,255.0
Alipurduar,925.0
Paschim Bardhaman,1110.0
Bankura,295.0
24 Paraganas North,2575.0
24 Paraganas North,690.0
Birbhum,1650.0
Coochbehar,2670.0
Dinajpur Dakshin,1090.0
Darjeeling,935.0
Hooghly,725.0
Howrah,90.0
Howrah,1210.0
Howrah,1050.0
Jalpaiguri,1555.0
Jhargram,200.0
Medinipur West,50.0
Kolkata,6580.0
Maldah,3520.0
Murshidabad,4725.0
Nadia,3830.0
Medinipur West,780.0
Medinipur East,420.0
Purulia,425.0
Kolkata,575.0
Darjeeling,50.0
Darjeeling,1595.0
Dinajpur Uttar,1080.0
24 Paraganas South,1775.0
Hooghly,800.0
24 Paraganas South,835.0
Kalimpong,340.0
Purba Bardhaman,1750.0
24 Paraganas South,530.0
24 Paraganas North,3020.0
24 Paraganas North,1955.0
South Andamans,510.0
North And Middle Andaman,210.0
Nicobars,130.0
Chandigarh,14230.0
Dadra And Nagar Haveli,230.0
Daman,40.0
Diu,20.0
Central,2195.0
North West,865.0
East,1455.0
New Delhi,15.0
New Delhi,1215.0
North West,165.0
New Delhi,255.0
North,1540.0
North East,3325.0
North West,3435.0
North West,3565.0
New Delhi,140.0
South,3675.0
South East,2585.0
South West,1935.0
North West,470.0
New Delhi,0.0
New Delhi,0.0
West,2615.0
North West,2430.0
Shahdara,2115.0
South West,2335.0
Lakshadweep District,135.0
Karaikal,0.0
Pondicherry,5115.0
Anantapur,2435.0
Chittoor,4565.0
Y.S.R.,12515.0
East Godavari,17555.0
Anantapur,30.0
Guntur,985.0
Guntur,650.0
Krishna,2215.0
Kurnool,7305.0
Spsr Nellore,330.0
Prakasam,1080.0
East Godavari,3995.0
Srikakulam,3085.0
Tirupati,1045.0
Ntr,1595.0
Ntr,220.0
Visakhapatanam,7850.0
Visakhapatanam,1750.0
Vizianagaram,4255.0
West Godavari,12340.0
Anjaw,0.0
Changlang,195.0
Papum Pare,0.0
Dibang Valley,0.0
East Kameng,40.0
West Kameng,110.0
Kurung Kumey,5.0
Lohit,45.0
Longding,70.0
Lower Dibang Valley,90.0
Papum Pare,180.0
Papum Pare,5.0
East Siang,135.0
Upper Siang,15.0
West Siang,90.0
Lower Subansiri,5.0
Upper Subansiri,40.0
Tawang,10.0
Tirap,195.0
Namsai,115.0
Siang,5.0
Kamle,0.0
Kra Daadi,0.0
Lower Siang,5.0
Leparada,5.0
Shi Yomi,5.0
Pakke Kessang,15.0
Kamrup Metro,25.0
Barpeta,950.0
Baksa,625.0
Bongaigaon,945.0
Kamrup Metro,45.0
Cachar,1960.0
Chirang,630.0
Darrang,955.0
Dhemaji,670.0
Dhubri,2585.0
Dibrugarh,2205.0
Kamrup Metro,360.0
Goalpara,540.0
Golaghat,935.0
Kamrup Metro,6285.0
Hailakandi,595.0
West Karbi Anglong,95.0
Jorhat,1480.0
Kamrup,1855.0
Karbi Anglong,565.0
Karimganj,920.0
Kokrajhar,975.0
Lakhimpur,680.0
Marigaon,990.0
Dima Hasao,210.0
Nagaon,1390.0
Nalbari,665.0
Kamrup Metro,10.0
Kamrup Metro,0.0
Kamrup Metro,0.0
Sivasagar,885.0
Sonitpur,785.0
Tinsukia,1325.0
Udalguri,430.0
Tinsukia,110.0
Majuli,55.0
Biswanath,530.0
Hojai,645.0
South Salmara Mancachar,465.0
Charaideo,755.0
Araria,8595.0
Arwal,1645.0
Aurangabad,6515.0
Pashchim Champaran,3620.0
Banka,3480.0
Begusarai,1265.0
Pashchim Champaran,5905.0
Kaimur (Bhabua),505.0
Bhagalpur,3430.0
Bhojpur,1590.0
Buxar,7100.0
Darbhanga,6475.0
Gaya,11175.0
Gopalganj,8185.0
Munger,1925.0
Jamui,1960.0
Jehanabad,465.0
Katihar,7915.0
Katihar,1455.0
Khagaria,3105.0
Kishanganj,2465.0
Lakhisarai,2755.0
Madhepura,510.0
Madhubani,12765.0
Purbi Champaran,13025.0
Munger,4295.0
Muzaffarpur,13795.0
Muzaffarpur,4620.0
Nalanda,10590.0
Bhagalpur,1545.0
Nawada,9600.0
Patna,52090.0
Patna,4635.0
Purnia,5510.0
Rohtas,8005.0
Saharsa,2565.0
Samastipur,5505.0
Saran,12545.0
Sheikhpura,1430.0
Sheohar,2025.0
Sitamarhi,8325.0
Siwan,7295.0
Supaul,4315.0
Vaishali,7005.0
Patna,35.0
Patna,10.0
Balod,2215.0
Baloda Bazar,3230.0
Balrampur,885.0
Bemetara,2230.0
Bilaspur,4585.0
Bijapur,295.0
Dantewada,425.0
Dhamtari,1970.0
Durg,7245.0
Gariyaband,935.0
Raipur,200.0
Bastar,1325.0
Janjgir-Champa,5055.0
Jashpur,975.0
Kabirdham,1805.0
Kanker,1425.0
Kondagaon,570.0
Korba,2750.0
Korea,2360.0
Mahasamund,1815.0
Mungeli,2595.0
Narayanpur,410.0
Raigarh,4390.0
Raipur,10335.0
Rajnandgaon,3005.0
Surguja,990.0
Sukma,340.0
Surajpur,2050.0
North Goa,2460.0
South Goa,3020.0
North Goa,800.0
Ahmadabad,128680.0
Ahmadabad,28695.0
Amreli,43055.0
Anand,33925.0
Arvalli,19185.0
Banas Kantha,52950.0
Bharuch,65680.0
Bhavnagar,60400.0
Botad,11145.0
Chhotaudepur,21620.0
Gandhinagar,15.0
Dohad,22730.0
Dang,3035.0
Devbhumi Dwarka,23990.0
Gandhinagar,19675.0
Gir Somnath,19680.0
Jamnagar,37435.0
Junagadh,30135.0
Kachchh,19235.0
Kachchh,21510.0
Kheda,35150.0
Mahisagar,20000.0
Mahesana,34540.0
Morbi,28680.0
Narmada,14280.0
Navsari,41155.0
Panch Mahals,30285.0
Patan,22665.0
Porbandar,21265.0
Rajkot,23460.0
Rajkot,38470.0
Sabar Kantha,23215.0
Surat,149750.0
Surat,41285.0
Surendranagar,18445.0
Tapi,12545.0
Vadodara,65665.0
Vadodara,42820.0
Valsad,32555.0
Ahmadabad,11785.0
Vadodara,12575.0
Ambala,5055.0
Bhiwani,3575.0
Faridabad,6895.0
Fatehabad,3805.0
Ambala,385.0
Gurugram,7280.0
Hisar,2655.0
Jhajjar,1760.0
Jind,2030.0
Kaithal,1560.0
Karnal,2765.0
Kurukshetra,2275.0
Mahendragarh,1335.0
Nuh,3350.0
Palwal,3440.0
Panchkula,1355.0
Panipat,3700.0
Rewari,1445.0
Rohtak,3355.0
Sirsa,4865.0
Sonipat,2855.0
Yamunanagar,2390.0
Gurugram,0.0
Charki Dadri,905.0
Hisar,1310.0
Solan,635.0
Bilaspur,745.0
Chamba,525.0
Shimla,40.0
Shimla,0.0
Hamirpur,385.0
Kangra,1790.0
Kinnaur,235.0
Kullu,1550.0
Lahul And Spiti,50.0
Mandi,1430.0
Shimla,1435.0
Sirmaur,560.0
Solan,670.0
Una,1370.0
Shimla,50.0
Anantnag,460.0
Pulwama,365.0
Bandipora,280.0
Baramulla,410.0
Budgam,425.0
Jammu,0.0
Jammu,45.0
Doda,110.0
Ganderbal,230.0
Kupwara,190.0
Jammu,2140.0
Kargil,0.0
Kathua,755.0
Kishtwar,120.0
Kulgam,775.0
Kupwara,320.0
Leh Ladakh,15.0
Poonch,255.0
Pulwama,285.0
Jammu,25.0
Jammu,40.0
Reasi,5.0
Rajouri,945.0
Ramban,380.0
Reasi,480.0
Samba,445.0
Shopian,305.0
Baramulla,330.0
Srinagar,1200.0
Udhampur,590.0
Bokaro,530.0
West Singhbhum,225.0
Chatra,1185.0
Deoghar,1630.0
Dhanbad,3515.0
Dhanbad,40.0
Dumka,640.0
Garhwa,3510.0
Giridih,2265.0
Godda,285.0
Gumla,365.0
Hazaribagh,1200.0
East Singhbum,945.0
East Singhbum,5.0
Jamtara,635.0
Khunti,800.0
Koderma,390.0
Latehar,695.0
Lohardaga,330.0
Pakur,480.0
Palamu,2185.0
Ramgarh,665.0
Ranchi,4305.0
Sahebganj,525.0
Saraikela Kharsawan,660.0
Simdega,260.0
Bagalkote,3215.0
Bengaluru Urban,66735.0
Bengaluru Urban,1790.0
Belagavi,4320.0
Ballari,6720.0
Bidar,1885.0
Vijayapura,4515.0
Chikkaballapura,4545.0
Chamarajanagara,1440.0
Chikkamagaluru,1680.0
Chitradurga,4190.0
Dakshina Kannada,1080.0
Davangere,3670.0
Dharwad,1345.0
Gadag,2000.0
Kalaburagi,2660.0
Hassan,1600.0
Haveri,3255.0
Dharwad,2135.0
Belagavi,505.0
Kodagu,1385.0
Kolar,920.0
Koppal,3425.0
Mandya,2290.0
Dakshina Kannada,3415.0
Mysuru,2375.0
Mysuru,1980.0
Raichur,3670.0
Bengaluru Urban,170.0
Ramanagara,2070.0
Shivamogga,4480.0
Tumakuru,4750.0
Udupi,3530.0
Uttara Kannada,3550.0
Yadgir,2005.0
Belagavi,1310.0
Kalaburagi,1365.0
Alappuzha,36065.0
Ernakulam,62960.0
Ernakulam,25215.0
Idukki,15085.0
Kannur,37150.0
Kasaragod,6230.0
Kollam,25045.0
Kollam,28255.0
Kottayam,40365.0
Kozhikode,10080.0
Kozhikode,24470.0
Malappuram,11985.0
Palakkad,10310.0
Pathanamthitta,25690.0
Thiruvananthapuram,3815.0
Thrissur,11745.0
Thrissur,11945.0
Thiruvananthapuram,64310.0
Thiruvananthapuram,47280.0
Wayanad,7965.0
Thiruvananthapuram,280.0
Agar Malwa,1900.0
Alirajpur,1265.0
Anuppur,2165.0
Ashoknagar,4330.0
Balaghat,3545.0
Barwani,4010.0
Betul,6850.0
Bhind,4185.0
Bhopal,23105.0
Bhopal,1105.0
Burhanpur,4475.0
Chhatarpur,4890.0
Chhindwara,6085.0
Damoh,6500.0
Datia,2915.0
Dewas,6010.0
Dhar,9225.0
Dindori,1755.0
Guna,5750.0
Gwalior,8520.0
Harda,2145.0
Narmadapuram,5190.0
Indore,26710.0
Indore,590.0
Jabalpur,28300.0
Jabalpur,940.0
Jhabua,1580.0
Katni,6140.0
Indore,4040.0
Khargone,4775.0
Mandla,1780.0
Mandsaur,6855.0
Morena,5895.0
Narsinghpur,8645.0
Neemuch,5010.0
Panna,3860.0
Raisen,3850.0
Rajgarh,6945.0
Ratlam,5560.0
Rewa,4510.0
Sagar,8940.0
Satna,6290.0
Seoni,5400.0
Shahdol,3665.0
Shajapur,3270.0
Sheopur,2590.0
Shivpuri,5650.0
Sidhi,1760.0
Sehore,6015.0
Singrauli,2230.0
Tikamgarh,3675.0
Ujjain,5745.0
Umaria,1320.0
Vidisha,4840.0
Cyber Crime Cell,1685.0
Niwari,790.0
Ahmednagar,29595.0
Akola,18330.0
Amravati,8685.0
Amravati,19295.0
Aurangabad,6400.0
Aurangabad,13290.0
Beed,19295.0
Bhandara,10475.0
Buldhana,30400.0
Chandrapur,40340.0
Dhule,11060.0
Gadchiroli,9365.0
Gondia,11445.0
Hingoli,7920.0
Jalgaon,23000.0
Jalna,7025.0
Kolhapur,12620.0
Latur,10865.0
Mumbai,98385.0
Mumbai,4315.0
Nagpur,38865.0
Nagpur,595.0
Nagpur,22370.0
Nanded,12550.0
Nandurbar,8945.0
Nashik,9430.0
Nashik,16995.0
Mumbai Suburban,5545.0
Osmanabad,7600.0
Palghar,7375.0
Parbhani,7890.0
Pune,14580.0
Pune,465.0
Pune,16805.0
Raigad,2260.0
Ratnagiri,3205.0
Sangli,9145.0
Satara,13110.0
Sindhudurg,3375.0
Solapur,10820.0
Solapur,22570.0
Thane,14465.0
Thane,7505.0
Wardha,32105.0
Washim,13575.0
Yavatmal,37975.0
Pune,10710.0
Aurangabad,520.0
Bishnupur,390.0
Chandel,60.0
Churachandpur,145.0
Imphal West,5.0
Imphal East,720.0
Imphal West,720.0
Senapati,30.0
Tamenglong,10.0
Thoubal,585.0
Ukhrul,60.0
Kakching,285.0
Kamjong,30.0
Kangpokpi,25.0
Jiribam,105.0
Noney,25.0
Pherzawl,5.0
Tengnoupal,510.0
Imphal West,350.0
East Garo Hills,105.0
North Garo Hills,90.0
South Garo Hills,135.0
South West Garo Hills,45.0
West Garo Hills,145.0
West Jaintia Hills,845.0
East Jaintia Hills,290.0
East Khasi Hills,1045.0
South West Khasi Hills,150.0
West Khasi Hills,215.0
Ri Bhoi,215.0
East Khasi Hills,35.0
Aizawl,730.0
Champhai,450.0
Kolasib,365.0
Lawngtlai,65.0
Lunglei,110.0
Mamit,380.0
Saiha,50.0
Serchhip,175.0
Aizawl,170.0
Dimapur,1065.0
Kiphire,55.0
Kohima,275.0
Longleng,70.0
Mokokchung,255.0
Mon,435.0
Peren,20.0
Phek,95.0
Tuensang,70.0
Wokha,210.0
Zunheboto,165.0
Anugul,520.0
Baleshwar,850.0
Bargarh,775.0
Baleshwar,515.0
Bhadrak,865.0
Balangir,700.0
Boudh,625.0
Cuttack,465.0
Khordha,1505.0
Cuttack,755.0
Deogarh,100.0
Dhenkanal,495.0
Gajapati,695.0
Ganjam,2355.0
Jagatsinghapur,965.0
Jajapur,1100.0
Jharsuguda,320.0
Kalahandi,205.0
Kandhamal,1145.0
Kendrapara,965.0
Kendujhar,635.0
Khordha,460.0
Koraput,1385.0
Malkangiri,975.0
Mayurbhanj,1245.0
Nayagarh,1420.0
Nabarangpur,505.0
Nuapada,300.0
Puri,960.0
Rayagada,880.0
Sundargarh,620.0
Sambalpur,1960.0
Sonepur,230.0
Cuttack,20.0
Sundargarh,170.0
Sundargarh,275.0
Cuttack,80.0
Amritsar,4080.0
Barnala,1380.0
Gurdaspur,2020.0
Bathinda,3915.0
Amritsar,3730.0
Jalandhar,2235.0
Ludhiana,6050.0
Faridkot,1810.0
Fatehgarh Sahib,1260.0
Fazilka,3480.0
Ferozepur,2375.0
Patiala,805.0
Gurdaspur,1135.0
Hoshiarpur,2390.0
Jalandhar,5235.0
Kapurthala,3055.0
Ludhiana,1690.0
Ludhiana,1860.0
Mansa,3010.0
Moga,2560.0
Sri Muktsar Sahib,2780.0
Pathankot,740.0
Patiala,4530.0
Rupnagar,875.0
Sangrur,5125.0
S.A.S Nagar,2310.0
Shahid Bhagat Singh Nagar,1595.0
Tarn Taran,4135.0
S.A.S Nagar,5.0
S.A.S Nagar,115.0
S.A.S Nagar,0.0
Amritsar,695.0
Ajmer,7665.0
Alwar,8745.0
Banswara,2685.0
Baran,9410.0
Barmer,1550.0
Bharatpur,8855.0
Bhilwara,5870.0
Bikaner,7650.0
Bundi,10715.0
Chittorgarh,5350.0
Churu,3170.0
Dausa,5745.0
Dholpur,3935.0
Dungarpur,1675.0
Ajmer,3095.0
Jodhpur,710.0
Ganganagar,11040.0
Hanumangarh,8465.0
Jaipur,7390.0
Jaipur,12005.0
Jaipur (Gramin),4635.0
Jaipur,5860.0
Jaipur,7645.0
Jaisalmer,1300.0
Jalore,1675.0
Jhalawar,9730.0
Jhunjhunu,3665.0
Jodhpur,2520.0
Jodhpur,2730.0
Jodhpur,1935.0
Karauli,4105.0
Kota,17360.0
Kota,8805.0
Nagaur,3195.0
Pali,3130.0
Pratapgarh,3070.0
Rajsamand,4240.0
Sawai Madhopur,3295.0
Sikar,2670.0
Sirohi,2615.0
Tonk,3330.0
Udaipur,7410.0
Jaipur,5.0
Jaipur,90.0
Jaipur,100.0
Jaipur,0.0
Jaipur,110.0
Khairthal-Tijara,5745.0
Gangtok,565.0
Mangan,40.0
Namchi,250.0
Gyalshing,90.0
Ariyalur,11720.0
Chennai,267630.0
Coimbatore,24120.0
Coimbatore,65225.0
Cuddalore,29670.0
Dharmapuri,27885.0
Dindigul,35515.0
Erode,24410.0
Kanchipuram,27175.0
Kanniyakumari,23485.0
Karur,16635.0
Krishnagiri,31615.0
Madurai,30495.0
Madurai,56280.0
Nagapattinam,31125.0
Namakkal,22430.0
The Nilgiris,10745.0
Perambalur,12465.0
Pudukkottai,26800.0
Ramanathapuram,22655.0
Chennai,335.0
Tiruchirappalli,155.0
Salem,37655.0
Salem,31810.0
Sivaganga,20000.0
Thanjavur,30770.0
Theni,28240.0
Tirunelveli,31050.0
Tirunelveli,11525.0
Thiruvallur,26030.0
Tiruvannamalai,42095.0
Thiruvarur,35050.0
Tuticorin,31795.0
Tiruppur,21165.0
Tiruppur,17190.0
Tiruchirappalli,20550.0
Tiruchirappalli,18935.0
Vellore,42380.0
Villupuram,50230.0
Virudhunagar,41680.0
Chennai,30.0
Chennai,6980.0
Hyderabad,4090.0
Hyderabad,12655.0
Karimnagar,955.0
Khammam,1245.0
Nizamabad,2315.0
Yadadri Bhuvanagiri,3255.0
Peddapalli,1245.0
Siddipet,915.0
Warangal,2040.0
Adilabad,1120.0
Bhadradri Kothagudem,1125.0
Jagitial,260.0
Jayashankar Bhupalapally,565.0
Jogulamba Gadwal,810.0
Kamareddy,425.0
Kumuram Bheem Asifabad,640.0
Mahabubabad,715.0
Mahabubnagar,735.0
Medak,980.0
Nagarkurnool,555.0
Nalgonda,1545.0
Nirmal,540.0
Rajanna Sircilla,390.0
Sangareddy,870.0
Suryapet,740.0
Vikarabad,1415.0
Wanaparthy,465.0
Hyderabad,350.0
Mulugu,515.0
Narayanpet,645.0
Dhalai,265.0
Gomati,230.0
West Tripura,100.0
Khowai,330.0
North Tripura,430.0
Sepahijala,695.0
South Tripura,220.0
Unakoti,225.0
West Tripura,700.0
Agra,17525.0
Aligarh,11195.0
Prayagraj,14350.0
Ambedkar Nagar,2595.0
Amethi,3510.0
Amroha,5155.0
Auraiya,4255.0
Azamgarh,5655.0
Budaun,8820.0
Baghpat,4030.0
Bahraich,5795.0
Ballia,2735.0
Balrampur,2635.0
Banda,2970.0
Barabanki,8405.0
Bareilly,51165.0
Basti,4295.0
Bijnor,10745.0
Bulandshahr,13035.0
Chandauli,2995.0
Chitrakoot,1615.0
Deoria,3300.0
Etah,4285.0
Etawah,4145.0
Ayodhya,4510.0
Farrukhabad,3085.0
Fatehpur,4440.0
Firozabad,5635.0
Lucknow,8785.0
Gautam Buddha Nagar,33600.0
Ghaziabad,24190.0
Ghazipur,4785.0
Gonda,3755.0
Gorakhpur,14040.0
Hamirpur,4760.0
Hapur,9835.0
Hardoi,32995.0
Hathras,3875.0
Jalaun,4475.0
Jaunpur,11280.0
Jhansi,5710.0
Kannauj,3025.0
Kanpur Dehat,36780.0
Kanpur Nagar,12550.0
Kasganj,8380.0
Kaushambi,9915.0
Kheri,6220.0
Kushi Nagar,5985.0
Lalitpur,1670.0
Lucknow,17160.0
Maharajganj,6235.0
Mahoba,2960.0
Mainpuri,5955.0
Mathura,10315.0
Mau,3440.0
Meerut,13840.0
Mirzapur,3445.0
Moradabad,7540.0
Muzaffarnagar,10510.0
Pilibhit,5090.0
Pratapgarh,4575.0
Rae Bareli,5325.0
Rampur,9225.0
Saharanpur,15000.0
Sambhal,6400.0
Sant Kabeer Nagar,2270.0
Shahjahanpur,7535.0
Shamli,7205.0
Shravasti,1795.0
Siddharth Nagar,3280.0
Sitapur,11865.0
Sonbhadra,3250.0
Bhadohi,1140.0
Sultanpur,2940.0
Unnao,3310.0
Varanasi,7785.0
Almora,215.0
Bageshwar,155.0
Chamoli,150.0
Champawat,440.0
Dehradun,6320.0
Haridwar,10070.0
Nainital,14740.0
Pauri Garhwal,600.0
Pithoragarh,250.0
Rudra Prayag,165.0
Tehri Garhwal,395.0
Udam Singh Nagar,4510.0
Uttar Kashi,240.0
Dehradun,160.0
Alipurduar,925.0
Paschim Bardhaman,1110.0
Bankura,295.0
24 Paraganas North,2575.0
24 Paraganas North,690.0
Birbhum,1650.0
